Transaction ID,Price Per Unit,Quantity,Total Spent,Transaction Date,cat_Beverages,cat_Butchers,cat_Computers and electric accessories,cat_Electric household essentials,cat_Food,cat_Furniture,cat_Milk Products,cat_Patisserie,Location_Encoded,Payment_Cash,Payment_Credit Card,Payment_Digital Wallet,Discount_False,Discount_True,Discount_Unknown
TXN_3047486,14.0,3.0,42.0,2025-01-13,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False
TXN_3048452,24.5,8.0,196.0,2024-11-22,0,0,0,0,1,0,0,0,1,True,False,False,True,False,False
TXN_3049823,9.5,6.0,57.0,2022-09-16,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3050595,20.0,5.0,100.0,2024-12-09,0,0,0,0,1,0,0,0,1,True,False,False,False,False,True
TXN_3051299,24.5,10.0,245.0,2025-01-11,0,0,0,0,1,0,0,0,1,False,False,True,True,False,False
TXN_3051611,29.0,6.0,174.0,2022-02-21,0,0,0,0,0,0,0,1,1,True,False,False,True,False,False
TXN_3053284,14.0,1.0,14.0,2024-05-13,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True
TXN_3053530,41.0,5.0,205.0,2022-11-05,0,0,0,1,0,0,0,0,1,False,False,True,True,False,False
TXN_3054311,35.0,7.0,245.0,2023-01-15,0,0,0,0,1,0,0,0,1,False,False,True,True,False,False
TXN_3054684,35.0,8.0,280.0,2024-12-30,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
TXN_3055303,36.5,1.0,36.5,2022-06-30,0,0,0,0,1,0,0,0,1,True,False,False,False,True,False
TXN_3056004,29.0,5.0,145.0,2022-11-30,0,1,0,0,0,0,0,0,1,False,True,False,False,True,False
TXN_3056063,29.0,9.0,261.0,2023-12-06,0,0,0,0,0,0,1,0,0,False,True,False,True,False,False
TXN_3056537,33.5,3.0,100.5,2024-08-06,0,0,1,0,0,0,0,0,1,False,False,True,False,True,False
TXN_3056691,6.5,5.0,32.5,2022-10-08,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
TXN_3057167,21.5,5.0,107.5,2024-09-17,0,0,0,0,1,0,0,0,1,False,False,True,False,True,False
TXN_3061840,24.5,5.0,122.5,2024-09-12,0,0,0,1,0,0,0,0,1,False,True,False,False,True,False
TXN_3064702,21.5,8.0,172.0,2022-01-17,0,0,0,0,0,0,0,1,1,False,True,False,True,False,False
TXN_3066141,20.0,10.0,200.0,2024-01-20,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
TXN_3066628,35.0,10.0,350.0,2023-12-31,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_3066671,36.5,5.0,182.5,2023-08-05,0,0,0,0,0,1,0,0,0,False,False,True,True,False,False
TXN_3067659,18.5,3.0,55.5,2022-02-10,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True
TXN_3067798,38.0,7.0,266.0,2024-09-02,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
TXN_3068745,27.5,4.0,110.0,2023-01-14,0,1,0,0,0,0,0,0,1,False,False,True,False,True,False
TXN_3068888,33.5,2.0,67.0,2024-03-01,1,0,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3070107,9.5,10.0,95.0,2024-03-14,0,0,0,0,0,0,0,1,1,False,False,True,False,True,False
TXN_3070207,15.5,10.0,155.0,2022-09-06,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_3070264,9.5,1.0,9.5,2024-11-27,0,0,0,1,0,0,0,0,1,False,False,True,False,True,False
TXN_3070750,38.0,3.0,114.0,2022-11-13,0,1,0,0,0,0,0,0,1,False,True,False,True,False,False
TXN_3071038,17.0,9.0,153.0,2022-12-16,0,0,0,0,0,0,0,1,0,False,False,True,False,True,False
TXN_3071763,26.0,1.0,26.0,2023-09-07,0,0,1,0,0,0,0,0,0,False,True,False,False,True,False
TXN_3072387,20.0,9.0,180.0,2023-11-08,0,0,0,0,0,1,0,0,1,False,True,False,False,False,True
TXN_3073415,5.0,4.0,20.0,2022-07-31,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False
TXN_3074632,6.5,3.0,19.5,2024-03-13,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3076324,29.0,2.0,58.0,2023-06-12,0,0,0,0,0,0,0,1,0,False,True,False,False,True,False
TXN_3076458,5.0,1.0,5.0,2024-12-04,0,0,0,1,0,0,0,0,1,False,False,True,False,False,True
TXN_3077868,24.5,1.0,24.5,2022-09-22,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True
TXN_3079892,21.5,8.0,172.0,2022-08-01,0,0,0,0,1,0,0,0,0,True,False,False,False,True,False
TXN_3080253,23.0,4.0,92.0,2023-03-14,0,1,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_3081988,9.5,2.0,19.0,2024-06-08,1,0,0,0,0,0,0,0,1,False,True,False,True,False,False
TXN_3082732,38.0,5.0,190.0,2024-06-20,0,0,0,1,0,0,0,0,1,False,False,True,False,True,False
TXN_3085712,33.5,6.0,201.0,2023-04-21,0,0,0,0,0,1,0,0,0,False,False,True,False,True,False
TXN_3087080,32.0,7.0,224.0,2022-04-23,0,0,1,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3087440,29.0,7.0,203.0,2024-06-11,0,0,0,0,0,0,1,0,1,True,False,False,False,False,True
TXN_3087649,8.0,5.0,40.0,2022-09-18,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3087686,38.0,5.0,190.0,2023-04-30,0,1,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_3088090,15.5,1.0,15.5,2024-01-14,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True
TXN_3088437,36.5,8.0,292.0,2024-10-19,0,1,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_3088457,20.0,8.0,160.0,2023-04-27,0,0,0,0,0,0,0,1,0,False,False,True,True,False,False
TXN_3088798,24.5,3.0,73.5,2022-07-21,1,0,0,0,0,0,0,0,0,False,True,False,False,False,True
TXN_3089083,21.5,7.0,150.5,2024-07-04,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_3089213,35.0,3.0,105.0,2023-07-05,0,0,0,0,1,0,0,0,0,True,False,False,False,True,False
TXN_3089375,29.0,4.0,116.0,2022-09-05,0,0,0,0,1,0,0,0,1,False,False,True,True,False,False
TXN_3091025,29.0,6.0,174.0,2024-05-07,0,0,0,1,0,0,0,0,1,True,False,False,False,True,False
TXN_3091416,14.0,7.0,98.0,2022-09-19,1,0,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_3092030,29.0,7.0,203.0,2024-07-18,0,0,0,0,1,0,0,0,0,True,False,False,False,True,False
TXN_3093251,12.5,5.0,62.5,2024-03-03,0,0,0,0,0,1,0,0,0,False,True,False,False,False,True
TXN_3095861,36.5,2.0,73.0,2024-08-21,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True
TXN_3096751,41.0,3.0,123.0,2023-03-09,0,1,0,0,0,0,0,0,0,False,True,False,False,True,False
TXN_3097234,36.5,6.0,219.0,2023-01-14,0,0,1,0,0,0,0,0,1,False,True,False,False,True,False
TXN_3100291,26.0,8.0,208.0,2023-06-16,0,0,1,0,0,0,0,0,1,True,False,False,True,False,False
TXN_3101171,24.5,9.0,220.5,2023-04-04,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True
TXN_3101287,20.0,3.0,60.0,2022-10-01,0,0,0,0,0,0,1,0,0,True,False,False,False,False,True
TXN_3103409,12.5,2.0,25.0,2022-12-28,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_3104119,9.5,2.0,19.0,2022-04-19,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True
TXN_3106778,26.0,1.0,26.0,2024-09-06,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
TXN_3107156,39.5,8.0,316.0,2024-12-23,0,0,1,0,0,0,0,0,1,True,False,False,False,True,False
TXN_3108062,15.5,8.0,124.0,2024-07-27,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3108791,26.0,10.0,260.0,2022-02-13,0,0,0,0,0,1,0,0,0,True,False,False,True,False,False
TXN_3108828,11.0,1.0,11.0,2024-09-29,0,0,0,0,1,0,0,0,0,True,False,False,True,False,False
TXN_3109843,5.0,4.0,20.0,2022-10-17,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True
TXN_3110652,11.0,8.0,88.0,2023-03-08,0,0,0,0,1,0,0,0,0,False,True,False,True,False,False
TXN_3111666,14.0,8.0,112.0,2023-01-12,0,0,0,0,0,0,0,1,1,True,False,False,False,True,False
TXN_3111915,6.5,8.0,52.0,2023-03-04,0,0,0,0,0,0,1,0,1,True,False,False,False,True,False
TXN_3113059,36.5,2.0,73.0,2022-06-29,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3113419,33.5,3.0,100.5,2024-02-25,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_3113686,35.0,10.0,350.0,2022-01-01,0,0,0,1,0,0,0,0,1,True,False,False,False,True,False
TXN_3115030,38.0,6.0,228.0,2024-06-11,0,0,0,0,0,1,0,0,1,False,True,False,True,False,False
TXN_3119039,5.0,5.0,25.0,2024-07-13,0,0,0,0,0,1,0,0,0,False,False,True,True,False,False
TXN_3119083,17.0,10.0,170.0,2023-08-02,0,0,1,0,0,0,0,0,1,False,True,False,False,False,True
TXN_3119110,11.0,8.0,88.0,2024-04-30,0,0,0,0,1,0,0,0,1,True,False,False,True,False,False
TXN_3119913,41.0,5.0,205.0,2024-08-16,0,1,0,0,0,0,0,0,1,False,False,True,False,True,False
TXN_3120139,9.5,6.0,57.0,2024-02-11,0,0,0,0,1,0,0,0,1,False,True,False,False,False,True
TXN_3122232,12.5,2.0,25.0,2022-06-24,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_3122781,15.5,7.0,108.5,2023-07-21,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3122819,39.5,6.0,237.0,2023-05-04,0,0,0,1,0,0,0,0,1,False,False,True,True,False,False
TXN_3123571,38.0,3.0,114.0,2022-08-07,0,0,0,0,0,1,0,0,1,False,False,True,False,False,True
TXN_3125291,11.0,9.0,99.0,2023-11-01,0,0,1,0,0,0,0,0,1,False,True,False,True,False,False
TXN_3125910,38.0,9.0,342.0,2022-02-08,0,0,1,0,0,0,0,0,0,False,False,True,True,False,False
TXN_3125965,15.5,3.0,46.5,2022-08-16,1,0,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_3126774,21.5,5.0,107.5,2022-09-24,0,0,0,1,0,0,0,0,0,False,False,True,True,False,False
TXN_3129688,20.0,3.0,60.0,2023-12-14,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False
TXN_3129751,18.5,4.0,74.0,2023-04-08,0,0,0,1,0,0,0,0,0,False,True,False,True,False,False
TXN_3130278,38.0,8.0,304.0,2022-12-23,0,0,1,0,0,0,0,0,1,False,True,False,False,False,True
TXN_3131758,32.0,1.0,32.0,2024-03-25,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3133019,15.5,9.0,139.5,2024-01-01,0,0,0,0,0,1,0,0,1,False,False,True,False,True,False
TXN_3133105,17.0,4.0,68.0,2022-03-05,0,0,0,1,0,0,0,0,0,True,False,False,False,True,False
TXN_3134220,39.5,7.0,276.5,2022-05-28,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3134697,18.5,2.0,37.0,2024-03-16,0,0,0,0,1,0,0,0,1,True,False,False,False,False,True
TXN_3134753,14.0,8.0,112.0,2022-03-08,0,0,0,0,0,0,1,0,1,True,False,False,False,False,True
TXN_3135262,15.5,4.0,62.0,2023-03-26,0,0,0,0,0,0,0,1,1,False,True,False,True,False,False
TXN_3135312,27.5,10.0,275.0,2022-09-27,0,0,0,1,0,0,0,0,1,True,False,False,False,True,False
TXN_3135491,38.0,7.0,266.0,2022-03-16,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False
TXN_3137292,11.0,7.0,77.0,2023-01-16,0,0,0,0,0,1,0,0,1,False,True,False,False,False,True
TXN_3138109,12.5,10.0,125.0,2024-03-08,0,1,0,0,0,0,0,0,1,False,True,False,False,True,False
TXN_3138269,14.0,3.0,42.0,2022-09-17,0,0,0,0,0,1,0,0,1,True,False,False,False,True,False
TXN_3138920,23.0,2.0,46.0,2023-05-22,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True
TXN_3139209,20.0,6.0,120.0,2022-01-21,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True
TXN_3140238,15.5,1.0,15.5,2024-08-12,0,1,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_3141947,29.0,7.0,203.0,2022-08-10,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True
TXN_3142066,41.0,10.0,410.0,2024-07-17,0,0,0,1,0,0,0,0,1,True,False,False,False,False,True
TXN_3143689,29.0,8.0,232.0,2024-07-25,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True
TXN_3144117,18.5,6.0,111.0,2023-02-24,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_3144181,8.0,3.0,24.0,2022-11-25,0,0,0,0,1,0,0,0,1,False,True,False,False,False,True
TXN_3145344,27.5,1.0,27.5,2023-07-20,0,0,0,0,0,0,1,0,0,False,False,True,False,False,True
TXN_3145941,8.0,4.0,32.0,2024-06-05,0,0,0,0,0,0,1,0,0,False,True,False,True,False,False
TXN_3146325,35.0,10.0,350.0,2024-10-07,1,0,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_3147080,12.5,7.0,87.5,2024-12-11,0,1,0,0,0,0,0,0,0,False,False,True,True,False,False
TXN_3147709,6.5,1.0,6.5,2025-01-05,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True
TXN_3147712,24.5,9.0,220.5,2022-05-28,0,0,0,0,0,0,0,1,1,False,False,True,True,False,False
TXN_3148275,38.0,7.0,266.0,2022-12-10,0,0,0,0,1,0,0,0,0,False,False,True,True,False,False
TXN_3149790,33.5,7.0,234.5,2025-01-11,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True
TXN_3150131,5.0,2.0,10.0,2022-02-11,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
TXN_3151420,12.5,4.0,50.0,2022-06-23,0,0,0,1,0,0,0,0,1,False,False,True,False,False,True
TXN_3151678,35.0,4.0,140.0,2024-01-01,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3152478,24.5,9.0,220.5,2023-11-09,0,0,0,0,1,0,0,0,0,False,True,False,False,False,True
TXN_3152731,33.5,4.0,134.0,2024-07-11,0,0,0,0,1,0,0,0,0,True,False,False,False,True,False
TXN_3152795,35.0,6.0,210.0,2023-08-14,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_3155102,41.0,9.0,369.0,2024-03-19,0,0,1,0,0,0,0,0,0,False,False,True,True,False,False
TXN_3155343,20.0,9.0,180.0,2023-07-13,0,0,0,0,0,1,0,0,0,False,False,True,True,False,False
TXN_3157153,27.5,5.0,137.5,2022-12-01,1,0,0,0,0,0,0,0,0,True,False,False,True,False,False
TXN_3157398,38.0,1.0,38.0,2024-12-06,0,1,0,0,0,0,0,0,0,False,True,False,False,False,True
TXN_3157841,14.0,6.0,84.0,2023-02-22,0,0,0,0,0,0,1,0,0,False,True,False,False,False,True
TXN_3158202,33.5,3.0,100.5,2024-01-21,0,0,0,0,0,1,0,0,1,False,False,True,False,False,True
TXN_3158395,26.0,1.0,26.0,2023-10-10,0,0,0,1,0,0,0,0,1,False,False,True,True,False,False
TXN_3158542,33.5,1.0,33.5,2024-09-24,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_3159241,27.5,6.0,165.0,2022-06-13,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True
TXN_3162017,29.0,2.0,58.0,2022-04-10,0,1,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3162108,9.5,3.0,28.5,2024-04-21,0,0,0,0,1,0,0,0,0,False,True,False,False,True,False
TXN_3163611,36.5,8.0,292.0,2023-12-30,0,0,1,0,0,0,0,0,0,False,False,True,True,False,False
TXN_3163776,21.5,2.0,43.0,2022-01-08,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True
TXN_3166640,33.5,4.0,134.0,2024-02-10,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True
TXN_3168019,33.5,9.0,301.5,2022-06-17,1,0,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_3168114,12.5,9.0,112.5,2024-06-13,0,1,0,0,0,0,0,0,1,False,False,True,False,True,False
TXN_3168813,35.0,7.0,245.0,2023-06-16,0,0,0,0,1,0,0,0,0,True,False,False,False,False,True
TXN_3169757,32.0,7.0,224.0,2024-04-04,1,0,0,0,0,0,0,0,1,False,False,True,True,False,False
TXN_3170394,23.0,1.0,23.0,2024-08-14,0,0,0,0,1,0,0,0,1,False,False,True,True,False,False
TXN_3171599,21.5,9.0,193.5,2023-06-02,0,0,0,0,0,0,0,1,0,False,True,False,False,True,False
TXN_3173361,24.5,9.0,220.5,2022-04-24,0,0,0,0,0,1,0,0,1,False,False,True,False,False,True
TXN_3174034,14.0,10.0,140.0,2022-08-11,0,0,0,0,0,0,1,0,0,False,False,True,True,False,False
TXN_3175015,41.0,3.0,123.0,2024-06-10,0,1,0,0,0,0,0,0,1,True,False,False,False,False,True
TXN_3175190,36.5,7.0,255.5,2022-03-16,0,0,0,0,0,0,1,0,0,True,False,False,False,True,False
TXN_3175369,17.0,3.0,51.0,2022-04-05,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3178675,11.0,6.0,66.0,2024-02-25,0,0,0,0,0,1,0,0,0,True,False,False,False,True,False
TXN_3178975,8.0,9.0,72.0,2024-04-08,0,0,0,0,1,0,0,0,1,False,True,False,True,False,False
TXN_3180157,8.0,3.0,24.0,2022-04-13,1,0,0,0,0,0,0,0,0,False,False,True,True,False,False
TXN_3180537,6.5,4.0,26.0,2022-04-06,0,0,1,0,0,0,0,0,1,True,False,False,False,False,True
TXN_3184534,20.0,5.0,100.0,2022-02-20,0,0,0,0,1,0,0,0,0,False,False,True,False,False,True
TXN_3184832,20.0,2.0,40.0,2022-02-08,0,0,0,1,0,0,0,0,0,False,True,False,False,True,False
TXN_3185079,14.0,9.0,126.0,2022-07-16,1,0,0,0,0,0,0,0,1,False,False,True,False,False,True
TXN_3185475,11.0,9.0,99.0,2023-05-17,0,0,0,0,0,1,0,0,0,False,False,True,False,False,True
TXN_3185633,21.5,1.0,21.5,2024-04-13,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3185939,27.5,10.0,275.0,2022-09-24,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3187729,41.0,9.0,369.0,2024-06-25,0,0,0,1,0,0,0,0,0,False,False,True,False,False,True
TXN_3188922,39.5,5.0,197.5,2023-05-31,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False
TXN_3191741,26.0,9.0,234.0,2024-11-17,0,0,0,0,0,0,0,1,0,False,False,True,True,False,False
TXN_3192013,35.0,9.0,315.0,2022-02-13,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3192449,30.5,10.0,305.0,2024-07-20,0,1,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_3192489,6.5,7.0,45.5,2022-10-09,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3194608,38.0,1.0,38.0,2022-02-10,0,0,0,0,0,0,1,0,0,True,False,False,True,False,False
TXN_3194714,6.5,2.0,13.0,2023-02-14,0,0,1,0,0,0,0,0,1,False,True,False,True,False,False
TXN_3194759,29.0,10.0,290.0,2024-07-18,1,0,0,0,0,0,0,0,1,True,False,False,False,True,False
TXN_3195565,17.0,8.0,136.0,2022-04-08,0,0,0,0,1,0,0,0,0,True,False,False,False,True,False
TXN_3195860,36.5,1.0,36.5,2022-08-05,0,0,0,0,0,0,1,0,1,True,False,False,True,False,False
TXN_3195958,5.0,4.0,20.0,2024-03-08,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3197907,32.0,6.0,192.0,2024-02-09,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_3198892,12.5,3.0,37.5,2024-08-11,0,0,0,1,0,0,0,0,1,False,True,False,False,False,True
TXN_3199773,9.5,6.0,57.0,2024-12-07,1,0,0,0,0,0,0,0,1,False,True,False,True,False,False
TXN_3201198,21.5,2.0,43.0,2024-09-09,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False
TXN_3201354,33.5,3.0,100.5,2023-01-23,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_3201646,36.5,3.0,109.5,2023-10-05,0,0,0,0,0,1,0,0,1,False,True,False,True,False,False
TXN_3201793,32.0,5.0,160.0,2023-01-25,0,0,0,0,0,1,0,0,0,False,True,False,True,False,False
TXN_3202495,14.0,10.0,140.0,2024-08-15,1,0,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3202645,38.0,9.0,342.0,2022-09-25,0,0,1,0,0,0,0,0,1,False,True,False,True,False,False
TXN_3203228,39.5,1.0,39.5,2023-01-23,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
TXN_3203935,35.0,6.0,210.0,2025-01-03,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3203939,35.0,5.0,175.0,2024-05-15,1,0,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3204284,24.5,7.0,171.5,2024-01-07,0,0,1,0,0,0,0,0,0,False,True,False,False,True,False
TXN_3205425,21.5,5.0,107.5,2023-08-22,0,0,0,0,0,0,0,1,1,False,True,False,False,True,False
TXN_3206331,26.0,9.0,234.0,2023-01-04,1,0,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_3206472,29.0,7.0,203.0,2022-08-26,0,0,0,0,0,0,1,0,0,False,False,True,True,False,False
TXN_3206633,6.5,2.0,13.0,2023-10-14,0,0,1,0,0,0,0,0,1,False,False,True,True,False,False
TXN_3206739,21.5,7.0,150.5,2023-06-21,0,0,0,1,0,0,0,0,0,True,False,False,True,False,False
TXN_3206883,18.5,10.0,185.0,2024-10-24,0,0,0,1,0,0,0,0,1,False,False,True,False,True,False
TXN_3208232,15.5,4.0,62.0,2024-01-13,0,0,0,1,0,0,0,0,0,False,False,True,True,False,False
TXN_3209261,11.0,6.0,66.0,2023-01-30,0,0,1,0,0,0,0,0,0,False,True,False,False,False,True
TXN_3212539,30.5,4.0,122.0,2024-09-05,1,0,0,0,0,0,0,0,1,False,True,False,False,True,False
TXN_3214105,12.5,9.0,112.5,2024-07-05,0,0,0,0,0,1,0,0,1,False,False,True,False,True,False
TXN_3215453,39.5,2.0,79.0,2024-01-30,0,0,0,0,0,0,0,1,0,False,True,False,True,False,False
TXN_3216677,20.0,9.0,180.0,2022-06-21,0,0,1,0,0,0,0,0,0,False,True,False,False,True,False
TXN_3216751,29.0,10.0,290.0,2024-03-10,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_3217845,38.0,3.0,114.0,2023-04-08,0,0,0,1,0,0,0,0,1,False,True,False,False,False,True
TXN_3217988,5.0,1.0,5.0,2023-04-05,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_3218155,5.0,6.0,30.0,2024-07-17,0,0,0,1,0,0,0,0,0,False,True,False,False,True,False
TXN_3218492,39.5,4.0,158.0,2022-01-25,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False
TXN_3219067,32.0,9.0,288.0,2022-09-06,0,0,0,0,0,0,1,0,0,True,False,False,True,False,False
TXN_3219471,20.0,2.0,40.0,2022-03-26,0,0,0,0,0,0,1,0,0,True,False,False,True,False,False
TXN_3219474,21.5,9.0,193.5,2024-12-28,1,0,0,0,0,0,0,0,0,False,True,False,False,True,False
TXN_3220505,26.0,10.0,260.0,2022-10-23,0,0,0,0,0,1,0,0,1,True,False,False,False,True,False
TXN_3222789,29.0,6.0,174.0,2024-01-08,0,0,0,1,0,0,0,0,0,True,False,False,False,False,True
TXN_3223113,15.5,9.0,139.5,2024-08-27,0,0,0,1,0,0,0,0,1,False,False,True,True,False,False
TXN_3224114,11.0,2.0,22.0,2022-05-04,0,1,0,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3224940,21.5,3.0,64.5,2024-04-29,0,0,1,0,0,0,0,0,1,False,False,True,True,False,False
TXN_3225013,6.5,6.0,39.0,2023-07-10,0,1,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_3226342,6.5,8.0,52.0,2024-05-19,0,0,0,0,0,0,1,0,1,False,False,True,False,True,False
TXN_3226549,21.5,3.0,64.5,2022-12-21,0,0,1,0,0,0,0,0,0,True,False,False,False,False,True
TXN_3226837,12.5,7.0,87.5,2023-08-20,0,0,0,0,0,0,1,0,0,True,False,False,True,False,False
TXN_3228310,39.5,6.0,237.0,2023-05-07,0,0,0,0,0,1,0,0,1,True,False,False,False,False,True
TXN_3228673,33.5,8.0,268.0,2025-01-04,0,0,0,1,0,0,0,0,0,False,True,False,True,False,False
TXN_3228853,38.0,9.0,342.0,2023-06-02,0,0,0,0,0,0,1,0,1,True,False,False,False,True,False
TXN_3229559,14.0,9.0,126.0,2022-12-02,1,0,0,0,0,0,0,0,1,False,False,True,False,True,False
TXN_3231618,18.5,7.0,129.5,2022-02-02,0,0,0,0,1,0,0,0,1,False,True,False,False,True,False
TXN_3231808,30.5,9.0,274.5,2024-02-16,0,1,0,0,0,0,0,0,0,False,False,True,False,True,False
TXN_3233173,23.0,10.0,230.0,2022-02-15,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True
TXN_3234418,29.0,2.0,58.0,2024-09-11,1,0,0,0,0,0,0,0,0,False,False,True,False,False,True
TXN_3234903,39.5,3.0,118.5,2022-05-18,0,0,0,0,0,0,0,1,0,False,True,False,False,False,True
TXN_3235383,15.5,10.0,155.0,2023-07-22,0,1,0,0,0,0,0,0,0,False,True,False,True,False,False
TXN_3237512,21.5,9.0,193.5,2024-08-12,0,0,0,0,1,0,0,0,0,True,False,False,False,False,True
TXN_3238026,38.0,4.0,152.0,2024-06-11,0,0,0,0,0,0,0,1,0,False,False,True,True,False,False
TXN_3238663,15.5,3.0,46.5,2023-11-29,0,1,0,0,0,0,0,0,0,True,False,False,True,False,False
TXN_3240724,15.5,10.0,155.0,2024-02-18,0,0,0,0,0,0,0,1,0,True,False,False,True,False,False
TXN_3240995,18.5,8.0,148.0,2024-07-06,0,1,0,0,0,0,0,0,0,True,False,False,False,True,False
TXN_3242349,24.5,7.0,171.5,2022-12-26,0,0,0,0,0,1,0,0,1,True,False,False,False,True,False
TXN_3243042,23.0,10.0,230.0,2024-12-15,0,1,0,0,0,0,0,0,1,True,False,False,True,False,False
TXN_3243189,12.5,5.0,62.5,2022-04-03,0,0,0,0,0,0,1,0,1,True,False,False,True,False,False
TXN_3243252,33.5,1.0,33.5,2024-02-15,0,0,0,1,0,0,0,0,1,False,True,False,False,False,True
TXN_3244040,9.5,10.0,95.0,2024-07-09,0,0,0,0,0,0,0,1,0,False,False,True,True,False,False
TXN_3244604,29.0,9.0,261.0,2022-09-10,0,0,0,1,0,0,0,0,0,False,True,False,False,True,False
TXN_3245407,8.0,8.0,64.0,2023-10-05,0,0,0,0,0,0,1,0,0,False,False,True,False,True,False
TXN_3245632,32.0,6.0,192.0,2022-02-09,0,0,0,0,0,0,0,1,1,False,False,True,False,True,False
TXN_3245999,35.0,10.0,350.0,2024-08-08,0,0,0,0,0,1,0,0,1,False,True,False,False,True,False
TXN_3246191,5.0,6.0,30.0,2022-02-19,0,0,0,0,0,0,1,0,1,False,True,False,True,False,False
